Nom_du_POI;LAT;LONG;Adresse_postale;Code_postal;Commune
Autour du Puy Turlau;44,98379420;1,75931847;Parking route vers le Puy Turlau;19120;Végennes
Le château du Doux;44,98421160;1,83994941;La Garenne;19120;Altillac
Liaison Sentier des Demoiselles - Espace Hermeline;45,60792980;1,05046306;Le Fournial;87230;Bussière-Galant
Circuit des chavailles;46,30329420;2,11943218;plan d'eau de Clugnat route de Guéret;23270;Clugnat
Circuit autour du Verraux;46,30336360;2,11926952;plan d'eau de Clugnat route de Guéret;23270;Clugnat
Eau, toi tombée du ciel;45,54550540;2,37315464;Mairie;19200;Saint-Fréjoux
Les côtes de la Diège;45,47582900;2,32378913;Gare du Tacot;19160;Chirac-Bellevue
Circuit d’interprétation :  Tourbière de Rebière Nègre;45,70107640;2,04139673;Tourbière Rebière Nègre;19290;Peyrelevade
Entre Vienne et Diège;45,69769030;2,13004662;Mairie;19290;Saint-Setiers
Sur les chemins de Marcouyeux;45,32134280;2,03364340;Puyhabillier;19300;Montaignac-sur-Doustre
La Bujada;45,50016330;2,31476800;Eglise;19200;Mestes
Au coeur de la forêt corrézienne;45,41858730;2,20652169;Eglise;19160;Palisse
Job, aux portes de la Luzège;45,32944240;2,14488168;Job;19550;Saint-Hilaire-Foissac
Lacoste;45,16819790;1,63259800;Le Bourg;19360;Dampniat
De la lune au tunnel;45,08195740;1,55997939;Le Bourg;19500;Jugeals-Nazareth
Clap, clap, clop…;45,51550200;2,37106214;Place;19200;Saint-Exupéry-les-Roches
Sentier des mines;45,14496160;1,30609979;Le Bourg;19520;Cublac
Itinéraire cycloroute boucle de Malmussou;44,91845600;0,92839600;Malmussou;24260;Le Bugue
Les Coteaux de Lésigny - Circuit n°27;46,84903200;0,76570560;Place Notre-Dame;86270;Lésigny
Le Magny - Circuit n°26;46,84904850;0,76567341;Place Notre-Dame;86270;Lésigny
Les Certeaux - Circuit n°2;46,69340580;0,88448167;rue du Château;86260;Angles-sur-l'Anglin
En passant par Remerle - Circuit n°1;46,69339120;0,88467748;rue du Château;86260;Angles-sur-l'Anglin
Balade Ormoise - Circuit n°25;46,97340540;0,60465699;Place de la Mairie rue du Parc;86220;Les Ormes
Le Clos Barrault - Circuit n°14;46,77203640;0,42617165;Place de Manderen;86490;Colombiers
Sentier du Bois du Peu Blanc - Circuit n°23;46,91302620;0,47214589;Place de l'église;86230;Leigné-sur-Usseau
De Charles Martel aux Meules du Pinail - Circuit n°60;46,71835400;0,53988099;Place de la libération;86210;Vouneuil-sur-Vienne
Des Bords de Vienne au Pinail - Circuit n°59;46,71839260;0,53986758;Place de la libération;86210;Vouneuil-sur-Vienne
Sur le Haut Clairvaux;46,81266980;0,41613367;Place de la Mairie;86140;Scorbé-Clairvaux
Le Haut-Clairvaux - Circuit n°45;46,82488950;0,41788798;Haut-Clairvaux;86140;Scorbé-Clairvaux
Entre Vienne et Clain - Circuit n°12;46,77115220;0,53698503;13 rue d'Alsace Parking de la Grande Maison;86530;Cenon-sur-Vienne
Autour de Cenon - Cicuit n°11;46,77115030;0,53700379;13 rue d'Alsace Parking de la Grande Maison;86530;Cenon-sur-Vienne
Quand Aliénor regarde Richelieu - Circuit n°61;46,92041740;0,37178390;Place de la mairie;86230;Saint-Christophe
Au creux des chemins;45,45192300;2,30581000;Mairie Le Bourg;19160;Chirac-Bellevue
Chemin du sommet des Agriers;45,67002720;2,39762466;Mairie;19340;Lamazière-Haute
Quand le granit raconte l'histoire (variante de 4.5 km);45,48977860;2,39260665;Eglise;19200;Veyrières
Quand le granit raconte l'histoire - 7 km;45,48977860;2,39260665;Eglise;19200;Veyrières
Du château de Beyssac aux gorges du Gamonze;45,42473280;1,83770749;Le Bourg;19390;Saint-Augustin
Le Pont Romain;45,62508100;2,47538357;Table d'orientation du Chavanon;19340;Merlines
Boucle Trail Parthenay;46,65272000;-0,25147000;Maison du patrimoine 28 Rue du Château;79200;Parthenay
Objectif la Trébesse;46,64041000;-0,26178000;Boulevard Georges Clemenceau Devant Gatinéo;79200;Parthenay
Les Traversées du Thouet;46,72818550;-0,16505240;Parking de la salle des fêtes Grand Rue;79200;Gourgé
L'endurance;46,63975670;-0,26289410;Boulevard Georges Clemenceau Parking Gatinéo;79200;Parthenay
Médié'Trail;46,63975670;-0,26289410;Boulevard Georges Clemenceau Parking Gatinéo;79200;Parthenay
Atelier Côte Parthenay;46,71285650;-0,14651060;Les Jardins du Gué Lieu-dit Gué de Flais;79390;Lhoumois
De la vallée de la Vonne à Bois Pouvreau;46,49676000;-0,05789000;Place de la Mairie;79340;Ménigoute
Randonnée nature, à la découverte d'un sentier de Gâtine;46,49676000;-0,05791000;Place de la Mairie;79340;Ménigoute
Le Sentier du Pigeonnier - Circuit n°49;46,93821000;0,30824000;la Belle Indienne;86230;Sérigny
Circuit de Caux;45,56957300;1,45473325;Caux D7b à l'entrée de la carrière;87380;Magnac-Bourg
Circuit des Cavaliers;45,87182400;1,21400830;Route de l'Hippodrome;87270;Couzeix
Circuit des Villageois;45,87748610;1,24175632;Allée du Stade;87270;Couzeix
Sentier des trois moulins;46,13164130;1,18177358;4 Rue de la Californie;87290;Rancon
Le tour des étangs;45,29169100;1,94961349;Domaine de Sédières;19320;Clergoux
Chasseurs de sensations nature;45,29169100;1,94961349;Domaine de Sédières;19320;Clergoux
RANDONNÉE TOUR DES LONDRES À LA BUÈGES - GR® DE PAYS TOURS EN GRAND PIC-SAINT-LOUP;43,82801000;3,61656000;Plan de la Croix;34380;Saint-Jean-de-Buèges
Sentier du Pigeonnier;45,80596450;1,39304880;Place de l'Église;87220;Aureil
Sentier de Muret;45,80596150;1,39310539;Place de l'Église;87220;Aureil
Sentier des Ifs;45,80588290;1,39307856;Place de l'Église;87220;Aureil
Sentier du Puy;45,80593150;1,39311075;Place de l'Église;87220;Aureil
Hautefeuille Track - 12 km;45,74350000;2,42960200;Place de l'Eglise;23100;Saint-Merd-la-Breuille
Balade à roulettes : Les quais de Libourne;44,92275080;-0,24136720;Avenue du Maréchal Foch;33500;Libourne
Le grand tour de Sédières;45,29393900;1,95125300;Domaine de sédières;19320;Clergoux
Le Suc au May;45,45455620;1,87880780;Le Bourg Maison de Pays des Monédières;19390;Chaumeil
Au-delà de l’eau;45,27585600;2,20035314;La maison des services;19550;Soursac
Par les villages;45,25896310;2,08467553;Laubrot;19320;Saint-Merd-de-Lapleau
Le Forestier;45,31949030;1,32525680;Le Bourg;19350;Juillac
Circuit de la pierre de roche;46,26213520;2,29943707;Mairie de Bord Saint Georges;23230;Bord-Saint-Georges
Vie d'antan;45,57395130;2,34695942;Eglise de Saint Dézéry;19200;Ussel
Sur les traces des bonnes fontaines du Mont Cé;45,62448230;1,74970300;Chapelle du Mont Cé;19370;Chamberet
Sentier de Beyssin;45,02550330;1,78785990;Parking de la Cafoulière;19120;Puy-d'Arnac
Tulle Auzelou;45,27550440;1,77777410;Avenue Guynemer;19000;Tulle
Du Lac au deux Moulins;45,36863480;1,53519230;Commagnac lac de pontcharal;19410;Vigeois
RANDONNÉE ENTRE SÉRANNE ET GORGES DE L'HÉRAULT - GR® DE PAYS TOURS EN GRAND PIC SAINT-LOUP;43,79018000;3,73107000;Place du Marché;34380;Saint-Martin-de-Londres
BOUCLE CYCLO N°21 - SUR LES TRACES DES VERRIERS;43,79020000;3,73100000;Place du Marché;34380;Saint-Martin-de-Londres
Saint-Denis - 6 km;45,70582360;2,25874078;Aire de camping-car du bourg;23100;La Courtine
Les Roches de Murat - 9 km;45,77248400;2,28059600;12 D25 Parking petite route de l'église;23260;Beissat
La Lande du Puy Raynaud - 13 km;45,81132190;2,12216700;Place de l'Eglise;23500;Clairavaux
Paysages, villages;45,58780000;1,89310800;Couignoux;19170;Viam
Parcours nature du Coiroux;45,18479030;1,70975262;Le Coiroux;19190;Aubazines
Écolotonome;45,47860370;2,29260973;Eglise;19200;Valiergues
Sentier des 2 collines;45,42872690;1,30539859;Le Bourg;19230;Ségur-le-Château
Croyances et superstitions;45,61551550;2,14496818;Mairie;19250;Saint-Sulpice-les-Bois
Les Moulinots;45,07430230;1,93664730;L'Hospital;19400;Argentat-sur-Dordogne
Entre Envigne et Courance;46,81009020;0,41251480;Place Étienne Chérade de Monbron;86140;Scorbé-Clairvaux
Variante par Nouailhaguet - Sentier de Meilhac;45,71033640;1,17842231;Les Blads;87800;Meilhac
Variante sentier des templiers et des hospitaliers;45,69841800;1,03103524;Chenevières;87230;Pageas
Variante Sentier des Demoiselles;45,58757810;1,06505247;Saint-Nicolas-Courbefy;87230;Bussière-Galant
Circuit VTT n°3 De Saint-Léonard-de-Noblat à Saint-Paul;45,82999170;1,48019997;Rue de la Vallée Parking du bord de Vienne;87400;Saint-Léonard-de-Noblat
Circuit n°2 De La Geneytouse à St-Léonard-de-Noblat;45,78492840;1,46863170;Place de l'Eglise;87400;La Geneytouse
LE SENTIER DES 4 CLOCHERS;43,79619200;0,82312600;Place de la Libération Office de Tourisme Bastides de Lomagne;32120;Mauvezin
EN NAOUA A SARRANT;43,77487100;0,93038100;Place de la Libération Office de Tourisme Bastides de Lomagne;32120;Mauvezin
SUR LES PAS D'ESCLIGNAC;43,79619200;0,82312600;Place de la Libération Office de Tourisme Bastides de Lomagne;32120;Mauvezin
LE CHEMIN DE LA CROIX DU PERÉ;43,79619200;0,82312600;Place de la Libération Office de Tourisme Bastides de Lomagne;32120;Mauvezin
LE SENTIER DE LA GIMONE A SOLOMIAC;43,80394900;0,90133800;Place de la Libération Office de Tourisme Bastides de Lomagne;32120;Mauvezin
LA FONTAINE DU COUCUT A SEREMPUY;43,76072000;0,82344000;Place de la Libération Office de Tourisme Bastides de Lomagne;32120;Mauvezin
PARALLÈLES ENTRE ARRATS ET GIMONE;43,77414800;0,92843700;Place de la Libération Office de Tourisme Bastides de Lomagne;32120;Mauvezin
CIRCUIT PÉDESTRE DE SAINT-ANTONIN;43,72241000;0,81488700;Place de la Libération Office de Tourisme Bastides de Lomagne;32120;Mauvezin
PR - LES PALOMBIERES DU BROUSTÈS;43,98185300;0,49759500;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
PR - LE CHEMIN DES HOSPITALIERS;43,98185300;0,49759500;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
VTT - DES CHAPELLES ET DES GROTTES;43,98264000;0,49805400;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
PR - CIRCUIT EN FAMILLE;43,98158000;0,49549000;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
PR - SUR LE TRONCON DU PATRIMOINE MONDIAL;43,98185300;0,49759500;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
VTT - LA TOUR DU CARDINAL;43,98132100;0,49893800;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
PR - PELERINS DU NORD;43,98185300;0,49759500;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
PR - EN PASSANT LE MARCASSON;43,98158000;0,49549000;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
VTT - COLLINES DU PETIT AUVIGNON;43,98278000;0,49802100;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
PR - CIRCUIT DE MADIRAC;43,98245300;0,49779300;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
LE GR®652, VOIE DU PUY VERS COMPOSTELLE (DE LA ROMIEU À POUY-ROQUELAURE);43,98475100;0,49839000;Office de Tourisme Gascogne Lomagne Place Etienne Bouet;32480;La Romieu
CIRCUIT DU CHATEAU;43,64922400;0,64744600;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
SENTIER BOTANIQUE LUDOVIC LAPEYRÈRE;43,64117700;0,60488000;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
CIRCUIT PESSAN-CASTELNAU-BARBARENS;43,62050200;0,64796700;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
CIRCUIT AUCH-PAVIE-AUTERIVE (M);43,63626300;0,58737700;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
CIRCUIT NOUGAROULET-AUGNAX-PUYCASQUIER;43,69286600;0,73226200;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
CHEMIN DES TROIS HAMEAUX;43,80481600;0,43035200;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
CIRCUIT AUCH-PESSAN;43,63626340;0,58737740;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
DE JARDINS SECRETS EN RANDONNEES;43,64710700;0,58316700;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
CIRCUIT AUCH-PAVIE-AUTERIVE (L);43,63626300;0,58737700;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
CIRCUIT AUCH-ROQUELAURE;43,63626340;0,58737740;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
CIRCUIT AUCH-NOUGAROULET-MONTAUT-LES-CRENEAUX;43,63626340;0,58737740;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
CIRCUIT AUCH-MONTEGUT;43,63626340;0,58737740;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
A L'ASSAUT DES COTEAUX;43,64627000;0,58608400;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la République;32000;Auch
LA SERRADE DE MARSEILHAN;43,60721800;0,59099500;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la république;32000;Auch
LE CHEMIN DES SOURCES ET DES BAINS;43,57598200;0,72440300;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la république;32000;Auch
LE CHEMIN DE HOURONTAN;43,57598200;0,72440300;Office de Tourisme Grand Auch Coeur de Gascogne 3 place de la république;32000;Auch
Sentier du littoral  : Port Miramar / Les salins d'Hyères;43,11387900;6,24030400;Plage Miramar;83250;La Londe-les-Maures
Sentier botanique;43,23659100;6,31190200;Eglise Saint Pons;83610;Collobrières
Sentier de découverte;43,23676900;6,31163100;Eglise Saint Pons;83610;Collobrières
Le Sentier du littoral : L'Argentière / Fort de Brégançon;43,12136800;6,26594200;Pointe de l'Argentière;83250;La Londe-les-Maures
Circuit découverte du Cuers historique;43,23767100;6,07242900;Place de la Convention;83390;Cuers
Sentier découverte de l'Orgère à pied;45,22998800;6,67288700;RD106;73500;Villarodin-Bourget
Itinéraire vélo n°8 - La Creuse, entre viaduc et prieuré;46,63217300;1,08641400;Ancienne gare;36300;Le Blanc
VTT N°3 - Chemin de Bosdapous;43,05062180;-0,60171590;Place de l'église;64490;Sarrance
N°2 Chemin de Bosdapous;43,05062180;-0,60171590;Place de l'église;64490;Sarrance
N°10 Barétous - Crêtes d'Issor;43,09524500;-0,71622000;Centre bourg, jardins de Salet;64570;Arette
VTT N°30 - Tour de la Borde de Bouhaben;42,97456610;-0,59890470;Place de la mairie d'Accous;64490;Accous
Le donjon d'Alluyes;48,22991870;1,36498689;Place de l'église 2 rue du dolmen;28800;Alluyes
Les grands bois;48,20728650;1,28909111;Chemin des communes;28160;Dangeau
La fontaine;48,20728650;1,28909111;Chemin des communes;28160;Dangeau
Sentiers Nordiques - Chiens de traîneaux;46,41148010;5,98979023;Pratique l'activité  sur la Station des Rousses;39310;Prémanon
Mur archéologique;43,76208000;6,44523900;Hôtel de Ville Place Saint Michel;83840;Trigance
Mur archéologique;43,76208000;6,44523900;Hôtel de Ville Place Saint Michel;83840;Trigance
Le Val d'Autrans-Méaudre en Vercors - La Via Vercors au départ de Méaudre;45,13077300;5,52774200;Parking de la Piscine Méaudre 386, route du Méaudret;38112;Autrans-Méaudre en Vercors
Découverte en vélo - Glace à la Vanoise depuis Bellecombe;45,32902400;6,82905700;Termignon Parking de Bellecombe;73500;Val-Cenis
LES CLOCHERS DE TOURMENTES;44,48638580;3,66969154;Oultet;48190;Mont Lozère et Goulet
Chapelas Roc;44,44047510;3,93200859;Place de l'Ormeau;48800;Villefort
Boucle des Gabarres;44,82500470;1,18425900;Le bourg;24250;La Roque-Gageac
Boucle des Gabarres;44,82500470;1,18425900;Le bourg;24250;La Roque-Gageac
N°7 Aspe - Col de Laünde;43,04902510;-0,66556260;Place de l'église;64570;Lourdios-Ichère
N°5 Fougeraies de Laünde;43,04897610;-0,66548880;Place de l'église;64570;Lourdios-Ichère
VTT N°6 -  Fougeraies de Laünde;43,04903490;-0,66554520;Place de l'église;64570;Lourdios-Ichère
VTT N°8 - Col de Laünde;43,04898790;-0,66551570;Place de l'église;64570;Lourdios-Ichère
Les maîtres sonneurs - PR n° 17;46,05879400;3,56769500;Place de l'Église;3250;Arronnes
Autour des Biefs - PR n°26;46,11640500;3,79539300;Les Biefs;3120;Arfeuilles
Via Sancti Martini Roanne Vichy;46,11653900;3,79632600;Les Biefs;3120;Arfeuilles
Via Sancti Martini Roanne Vichy;46,11653900;3,79632600;Les Biefs;3120;Arfeuilles
Via Sancti Martini - Etape Les Biefs - Nizerolles;46,11643500;3,79597200;Les Biefs;3120;Arfeuilles
Via Sancti Martini - Etape Les Biefs - Nizerolles;46,11643500;3,79597200;Les Biefs;3120;Arfeuilles
Sentier decouverte du ballon d'Alsace;47,83929590;6,82961310;SMIBA 42 Route du Ballon d'Alsace;88560;Saint-Maurice-sur-Moselle
Circuit découverte Oderfang;49,10918387;6,70843359;Base VTT du Felsberg Rue en verrerie;57500;Saint-Avold
Oderfang - Porcelette - Creutzwald;49,10918387;6,70843359;Base VTT du Felsberg Rue en verrerie;57500;Saint-Avold
Oderfang - Boucheporn - Creutzwald;49,10918387;6,70843359;Base VTT du Felsberg Rue en verrerie;57500;Saint-Avold
Oderfang - Longeville;49,10918387;6,70843359;Base VTT du Felsberg Rue en verrerie;57500;Saint-Avold
Circuit poussette la promenade de champé;47,88599780;6,85792240;8 avenue de la gare;88540;Bussang
Itineraire vtt n°1 - champé - départ office de tourisme;47,88413970;6,85499870;8 avenue de la gare;88540;Bussang
Itineraire vtt n°9 - la bouloie-séchenat - départ office de tourisme;47,88413970;6,85499870;8 avenue de la gare;88540;Bussang
Itineraire vtt n°6 - le sauté - départ office de tourisme;47,88413970;6,85499870;8 avenue de la gare;88540;Bussang
Itineraire vtt n°2 - tour du village - départ office de tourisme;47,88413970;6,85499870;8 avenue de la gare;88540;Bussang
Parcours trail kilomètre vertical;47,88413970;6,85499870;8 avenue de la gare;88540;Bussang
Circuit poussette à Saint-Maurice-sur-Moselle;47,85568650;6,81972230;28 bis rue de Lorraine;88560;Saint-Maurice-sur-Moselle
Randonnée la borne des 3 communes;47,85501858;6,81894218;28 bis rue de Lorraine;88560;Saint-Maurice-sur-Moselle
Les premiers combats du corps expéditionnaire américain en France octobre - novembre 1917;48,65468280;6,48574460;Communauté de communes du Pays du Sânon 7  Place de la Fontaine;54370;Einville-au-Jard
Circuit des étangs de Rinting;48,72302412;7,03821505;Zone de loisirs Rue du Tennis;57400;Sarrebourg
Circuit Réding - Sarrebourg;48,72302412;7,03821505;Zone de loisirs Rue du Tennis;57400;Sarrebourg
Circuit de la vallée de la Sarre;48,72302412;7,03821505;Zone de loisirs Rue du Tennis;57400;Sarrebourg
