FID;osm_id;amenity;name;short_name;official_name;alt_name;old_name;operator;operator-type;emergency;contact-email;addr-housename;addr-housenumber;addr-street;addr-city;addr-postcode;osm_version;osm_timestamp;healthcare-speciality;the_geom;osm_original_geom
hospitals_point.303063918;303063918;hospital;Polyclinique Saint-Roch;;;;;Oc Santé;private;yes;;;560;Avenue du Colonel Pavelet;Montpellier;;16;2020-08-06T10:16:00Z;;POINT (429878.9182488678 5401107.533425206);"SRID=3857;POLYGON((429780.7761095958 5401165.884478022,429784.06003457424 5401155.664976376,429849.6049507533 5401058.926042534,429888.57790448 5401002.9424004005,429993.31841336744 5401064.304669964,429990.20146762516 5401070.221163748,429958.597864189 5401097.406348754,429953.81112608494 5401094.578716974,429952.88717431127 5401094.10232257,429937.76998746156 5401115.739873624,429923.1982661167 5401128.494987799,429909.5616284945 5401142.587104268,429889.5129882026 5401161.596896256,429879.883852249 5401170.448680151,429868.930014355 5401188.398156818,429854.6254597881 5401214.093016222,429851.09663192986 5401221.392705202,429803.26264673605 5401191.379494501,429808.5503225488 5401184.156667751,429780.7761095958 5401165.884478022))"
hospitals_point.8467825622;8467825622;hospital;PFG;GM Médical;;;;;;;;;88;Rue de l'Industrie;La Grande-Motte;34280;3;2024-07-18T14:22:23Z;;POINT (453734.73790942313 5397634.327962391);
hospitals_point.30053280;30053280;hospital;Hôpital Bicêtre;;;;;Assistance publique - Hôpitaux de Paris;public;yes;;;78;Rue du Général Leclerc;Le Kremlin-Bicêtre;94270;38;2024-12-30T12:20:33Z;intensive;POINT (262053.51638174645 6242712.329559154);"SRID=3857;POLYGON((261585.84202463028 6242512.24673206,261594.95909092625 6242490.4078568,261601.5826006285 6242481.787263632,261608.86289532634 6242475.380985373,261616.6997874782 6242469.7353510205,261626.3289234318 6242465.053196048,261643.4387291667 6242462.145866458,261663.86585572726 6242460.235819077,261997.11188336604 6242422.339215749,262354.4140529652 6242389.953135942,262364.13224451145 6242392.4040614525,262371.3123516676 6242395.243755343,262378.6928339072 6242399.131433049,262386.1512397904 6242404.405155222,262393.30908304837 6242410.28738767,262402.3593576498 6242420.040408511,262428.619625528 6242455.841021423,262468.63898246817 6242509.508417989,262468.9952048387 6242513.396148104,262420.6380180381 6242517.351492752,262433.4954192247 6242647.811287746,262434.4082390492 6242647.743673964,262435.89992022584 6242661.705932051,262434.73106557253 6242662.584912748,262434.9091767578 6242665.593731981,262435.3989825173 6242669.160367395,262436.9463234393 6242670.208383775,262438.1819697871 6242683.849512014,262437.35820555524 6242683.900222569,262437.736691824 6242687.027374042,262437.881407162 6242688.244427895,262441.77758933976 6242731.297820524,262444.48265296605 6242731.213302459,262446.0633897353 6242747.812666386,262443.3249302618 6242748.269064835,262450.34919013083 6242813.703333858,262444.1598264427 6242821.681920462,262443.7256804286 6242826.55021428,262429.03150764393 6242860.932619,262417.95521831 6242879.340954963,262362.4179243532 6243015.790399756,262360.6702083478 6243019.864308183,262357.11911659146 6243028.113556136,262355.1710255026 6243032.593171608,262270.86877512484 6243029.939210458,262085.36597566694 6243048.195775299,262064.76073792108 6243050.883550665,261972.93328996573 6243061.059915438,261952.39484391434 6243064.559100167,261942.7657079608 6243065.100037067,261934.07165572981 6243063.663173502,261925.35533960068 6243058.524275231,261910.27154859822 6243047.468892799,261863.81792509017 6243011.226272311,261840.7525265978 6242993.612144256,261816.75204438277 6242974.814765823,261787.57520584587 6242950.506706967,261757.53007528072 6242922.10795043,261724.0006446538 6242889.66924912,261697.37302245604 6242861.084753844,261669.35390662335 6242827.817999589,261642.90439561094 6242792.083430369,261619.6942817805 6242759.61141937,261612.3026675918 6242747.643629929,261607.68290872395 6242740.104607403,261639.4089636 6242722.152970895,261644.0621183152 6242710.40498077,261637.78369903442 6242695.360815752,261624.959693695 6242558.798206613,261617.74619069163 6242522.540772497,261585.84202463028 6242512.24673206))"
hospitals_point.1379237071;1379237071;hospital;PEDOPSY LIAISON ANTENNE PERINAT HDPMB;;;;;Etablissement Public de Santé Mentale de la Vallée de l'Arve;public;;;;380;Rue de l'Hôpital;Sallanches;74700;1;2025-04-21T05:18:06Z;child_psychiatry;POINT (739453.2434146027 5769956.349825908);"SRID=3857;POLYGON((739447.3986391844 5769962.885501621,739450.849543399 5769947.039259279,739458.3747409767 5769948.5118381865,739455.636281503 5769960.324490842,739458.9981301251 5769961.04477505,739457.9851227589 5769964.934310778,739447.3986391844 5769962.885501621))"
hospitals_point.7501486085;7501486085;hospital;Centre Médico-Psychologique de Graville;;;;;;;;;;63;Rue de Verdun;Le Havre;76600;3;2025-04-20T15:47:48Z;;POINT (16793.71404081865 6360451.22534018);
hospitals_point.-6553470;-6553470;hospital;Hôpital Forcilles;;;;;;;;;;;Route de Servon;Férolles-Attilly;77150;3;2024-01-08T18:23:12Z;;POINT (291154.2728965213 6228071.515484448);"SRID=3857;POLYGON((290836.596703434 6227947.66605186,290852.12577239965 6227926.826472755,290837.82121783274 6227903.354587037,290868.86822381493 6227861.844437639,290957.8458928061 6227889.011626281,291020.2293354466 6227788.341597966,291095.78187384794 6227833.192428558,291273.54796869576 6227964.86085242,291268.7723625407 6227979.203941365,291360.1434005838 6228041.166364151,291383.59841729404 6228059.947547328,291477.1847132039 6228123.648635395,291378.87847088435 6228252.284104772,291188.14365535916 6228308.409807038,291121.09592605435 6228329.030949039,291026.7971854034 6228280.279410167,291060.48246331746 6228186.540218421,291066.449188024 6228171.909910525,291064.86845125473 6228140.523175912,291010.6781231365 6228082.323027357,290960.6177481268 6228032.93168059,290900.9171052144 6228005.004688261,290836.596703434 6227947.66605186))"
hospitals_point.12743990524;12743990524;hospital;Hopital;;;;;;;;;;;;Annonay;07100;1;2025-04-10T06:51:07Z;paediatrics;POINT (519405.5230367425 5659682.445552048);
hospitals_point.579859762;579859762;hospital;Centre hospitalier de Verneuil d'Avre et d'Iton;;;;;;;yes;;;;Rue Hubert Latham;Verneuil-sur-Avre;;6;2024-04-01T20:15:19Z;emergency;POINT (102502.16100004636 6231057.601570882);"SRID=3857;POLYGON((102309.01290973902 6231163.581660245,102372.14219296789 6231070.637750607,102416.38055860913 6231005.716037758,102461.03080636633 6230939.528812253,102470.39277554203 6230925.653361434,102507.3508464854 6230872.025463743,102576.758548995 6230921.365817958,102584.15016318369 6230926.615526997,102644.2849521102 6230964.832156299,102654.05880340186 6230971.044062837,102660.7602367476 6230979.2815980865,102665.74734993513 6230989.814851536,102666.70469755596 6230999.5885070525,102666.50432247252 6231008.399998881,102662.67493198926 6231016.823253458,102602.94089322958 6231116.501880985,102597.77566885678 6231125.110928308,102589.32651950557 6231139.206152101,102588.30238019026 6231140.792921272,102572.66199173382 6231165.067150541,102559.82685444536 6231177.119888228,102543.74118802573 6231186.893759515,102530.3383213342 6231192.835738583,102512.33795967295 6231197.039016059,102498.15585654587 6231198.389467097,102495.06117470183 6231198.085615594,102472.98651967752 6231199.503589366,102473.74349221491 6231189.797226038,102366.00848902517 6231182.673606457,102321.00201889747 6231168.3082211735,102309.01290973902 6231163.581660245))"
hospitals_point.159588106;159588106;hospital;Pôle Santé Sarthe et Loir;;;;;;public;yes;;;;La Chasse du Point du Jour;Le Bailleul;72200;6;2024-06-22T03:58:30Z;;POINT (-23027.5818201119 6069345.485940208);"SRID=3857;POLYGON((-23384.974486535615 6069377.182395925,-23382.592249432637 6069327.026515187,-23296.597942794833 6069237.448971306,-22877.858546226857 6068954.9247178165,-22734.033764121945 6069517.762869186,-23055.25728675502 6069690.298844861,-23140.12726653581 6069581.0720394775,-23384.974486535615 6069377.182395925))"
hospitals_point.788779736;788779736;hospital;Hôpital Saint-Joseph;;;;;;;yes;;;1a;Rue de Lebach;Bitche;57230;3;2022-05-29T11:46:01Z;;POINT (826220.364288228 6282664.770877788);"SRID=3857;POLYGON((826091.087526531 6282666.6044470435,826095.5737020097 6282653.153453266,826103.9337957684 6282647.480944632,826114.3866959539 6282643.014271357,826179.7757648459 6282629.274595365,826166.9294956082 6282600.317749445,826155.2854768714 6282593.7451536665,826147.5265083631 6282579.105436763,826156.1871647467 6282566.57168537,826201.2715585179 6282548.654227545,826223.6579081166 6282549.55434537,826256.5082898497 6282565.0771471495,826276.5124023452 6282594.933994906,826319.8045523146 6282604.495681204,826336.825302457 6282687.799995873,826332.6508215523 6282711.679019255,826299.8004398191 6282746.325801966,826283.3808149272 6282760.795970943,826253.2243648713 6282753.934526223,826178.7293616324 6282745.425663165,826112.7391674902 6282744.083947016,826106.1713175334 6282724.36583937,826091.087526531 6282666.6044470435))"
hospitals_point.773581006;773581006;hospital;SSR Betharram;;;;;Fondation de la Miséricorde;private;;;;881;Boulevard de la Paix;Hérouville-Saint-Clair;14200;2;2021-01-22T19:11:30Z;;POINT (-36311.48561198036 6307601.796633746);"SRID=3857;POLYGON((-36499.601620534726 6307494.378856692,-36393.970555720996 6307432.7343039205,-36391.5437908217 6307437.299289882,-36279.9682651996 6307380.083842359,-36270.13875416255 6307401.886646452,-36244.89149365063 6307457.875824461,-36226.66849300778 6307490.716622806,-36195.922049650675 6307537.286729521,-36178.300174258104 6307565.664982196,-36155.913824659576 6307608.947963394,-36145.460924474086 6307642.692149795,-36135.15273962663 6307688.3773262035,-36128.440174331794 6307707.48954284,-36120.5253585364 6307718.680941153,-36156.80438058592 6307741.830319081,-36353.87327513725 6307804.379949708,-36367.59896835206 6307786.3066018745,-36411.64809085896 6307712.855279906,-36436.12724688441 6307658.670009578,-36499.601620534726 6307494.378856692))"
hospitals_point.8602591202;8602591202;hospital;Centre hospitalier spécialisé La Nouvelle forge;;;;;;;no;;;46-48;Avenue Albert 1er;Senlis;60300;3;2021-12-05T09:56:57Z;;POINT (289063.5443818751 6309362.632251486);
hospitals_point.67054582;67054582;hospital;CMP ENFANTS THONON-LES-BAINS;;;;;Etablissement Public de Santé Mentale de la Vallée de l'Arve;public;;;;3;Avenue de la Dame;Thonon-les-Bains;74200;2;2025-04-24T17:59:45Z;child_psychiatry;POINT (721475.7054455131 5838333.613965694);"SRID=3857;POLYGON((721434.802965874 5838353.024450822,721435.4374869715 5838348.217543202,721436.1499317125 5838342.74928571,721439.3448010982 5838318.117973214,721458.1021352969 5838320.58594052,721459.2821218993 5838311.794818309,721462.6773663686 5838308.342893819,721471.8166965627 5838302.826269642,721481.8131868358 5838304.213490601,721494.4034212447 5838305.874929946,721498.1882839316 5838306.3104529325,721507.5947809035 5838318.618018822,721506.960259806 5838324.5701767765,721512.0920883317 5838325.150875325,721508.7525036078 5838350.249993756,721513.6616931519 5838350.846824564,721512.5151023967 5838359.23472126,721482.6926108131 5838355.298861046,721482.1916731047 5838359.299243575,721466.2061942267 5838357.170007488,721448.695638325 5838354.847205069,721434.802965874 5838353.024450822))"
hospitals_point.11465417209;11465417209;hospital;Unité Médico Judiciaire;;;;;;;;;;2;rue de Gambetta;Argenteuil;95100;2;2023-12-29T11:12:30Z;médico-judiciaire;POINT (251355.01309132538 6266404.154589985);
hospitals_point.771471839;771471839;hospital;Centre hospitalier de Champagnole;;;;;GHT Hôpitaux du Jura;public;yes;;;1;Rue de Franche Comté;Champagnole;39300;4;2023-11-04T05:23:47Z;;POINT (657968.6039146407 5899287.771075369);"SRID=3857;POLYGON((657848.4196439132 5899312.498727582,657850.1117001732 5899307.999451713,657936.7850557049 5899265.686880161,657945.9577817462 5899161.619939446,657969.6354374379 5899145.458569802,658062.6206080975 5899257.338089808,658070.0901459298 5899273.223538212,658055.5852162795 5899321.383585998,658046.7909765068 5899323.007875533,658043.2955444958 5899328.48173348,658045.8224969369 5899349.321407939,658043.6295029683 5899354.3729654895,658038.263903512 5899358.531162958,658021.4546604023 5899356.728194282,657962.1658996057 5899377.535449955,657922.1799385127 5899390.708531208,657912.8291012861 5899361.958428761,657904.1016532079 5899361.877213916,657867.8782909038 5899373.166084591,657848.4196439132 5899312.498727582))"
hospitals_point.958830449;958830449;hospital;Centre de psychothérapie - CH de Saint-Quentin;;;;;Centre hospitalier de Saint-Quentin;public;;;;241;Rue de Fayet;Saint-Quentin;02100;5;2024-09-08T10:20:21Z;physiatry;POINT (363366.9441972719 6421636.554207899);"SRID=3857;POLYGON((363155.51540431665 6421598.533381093,363269.07241687493 6421464.783968606,363430.5858660669 6421589.416389451,363470.14881309477 6421526.806409172,363542.2059194853 6421577.018678172,363525.99780162575 6421598.809653722,363571.52747336024 6421633.896352014,363551.82392348984 6421662.559807563,363458.1485719873 6421767.337662481,363447.01662290795 6421759.291063366,363422.83802950766 6421791.3911692,363430.59699801594 6421797.210297896,363405.71709182364 6421827.307517928,363329.5968240192 6421765.9908062965,363340.7176411495 6421751.693423256,363155.51540431665 6421598.533381093))"
hospitals_point.560134531;560134531;hospital;Centre hopitalier de Chaumont;;;;;;public;yes;;;2;Rue Jeanne d'Arc;Chaumont;52000;5;2022-08-18T20:49:41Z;;POINT (572176.9096608422 6126988.893535876);"SRID=3857;POLYGON((571950.6604004743 6127059.326415041,571950.8830394559 6127054.540494938,571952.3301928362 6127052.572765497,572005.8080762132 6126977.549248789,572043.0778417309 6126925.254961161,572067.4790741128 6126873.144421307,572131.6881564023 6126736.007670576,572144.4787658944 6126708.243748842,572145.2134745338 6126706.442848916,572154.6978951492 6126716.030977871,572154.5865756585 6126716.631278473,572163.6702461072 6126726.219418829,572164.059864325 6126725.969293295,572171.919020375 6126734.173414713,572172.3086385927 6126733.806563589,572184.6317062236 6126746.262835594,572191.3999312639 6126753.1996696275,572194.9732869184 6126755.917709491,572194.3053699735 6126756.968240465,572202.3426372089 6126763.088002845,572210.2797169023 6126769.391195916,572228.1798910219 6126783.364957934,572238.1318534989 6126791.152255249,572297.4651420917 6126836.275363627,572296.5745861654 6126841.944950594,572300.6043517321 6126850.766168365,572324.3376671692 6126868.675436169,572348.8056912455 6126866.407593853,572351.9894286823 6126909.546726651,572353.0692277428 6126924.821400162,572353.4699779097 6126929.557221498,572353.503373757 6126930.624449202,572353.8707280767 6126934.64322972,572356.163909587 6126964.9425609615,572356.3865485685 6126968.494443349,572356.742770939 6126971.812870015,572356.9542779716 6126974.647707881,572356.9654099207 6126974.997893803,572357.3884239857 6126980.68424811,572358.5906744862 6126995.84231954,572361.3847937052 6127030.16069257,572361.4404534505 6127032.178443761,572420.5622350108 6127026.9923239,572424.6810561701 6127076.419008668,572418.3469771441 6127076.002115731,572418.1911298569 6127075.068275636,572388.9029718293 6127072.800378681,572388.8473120839 6127075.518519956,572388.4799577643 6127081.471752629,572388.446561917 6127082.072078843,572335.9148942117 6127077.903147672,572263.3568501126 6127065.513096208,572236.3841374934 6127165.301045292,572236.0279151228 6127166.735172019,572229.460065166 6127191.232094671,572227.3227309429 6127199.353281902,572216.2575735579 6127240.476290694,572214.3094824691 6127241.893753964,572161.1655575644 6127225.6346305255,572145.3359259736 6127217.713530288,572085.5462274685 6127171.204312656,572039.1927915022 6127135.001005374,572020.0124432385 6127119.842687704,572013.4223293836 6127114.806596898,571984.5126576246 6127092.427712646,571955.3803468839 6127070.482455207,571952.6196235123 6127066.130097005,571951.2615257245 6127061.477578608,571950.6604004743 6127059.326415041))"
